
Japan,#genre#
10musume-071317_01    秘蔵 菅野みら�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-071317_01/index.m3u8
10musume-071517_01   素人初撮浴衣のSM�? 藍原優香,http://videocdn.quweikm.com:8091/20181101/hd_10musume-071517_01/index.m3u8
10musume-071715_01  天然素人 透明中滿�?,http://videocdn.hndtl.com:8091/20181220/hd_10musume-071715_01/index.m3u8
10musume-071717_01   つるのゆ�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-071717_01/index.m3u8
10musume-071817_01   まさ�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-071817_01/index.m3u8
10musume-071915_01  SEX!格好 佐々木愛美,http://videocdn.hndtl.com:8091/20181220/hd_10musume-071915_01/index.m3u8
10musume-072217_01   制服時代 �? 淺倉のどか,http://videocdn.quweikm.com:8091/20181101/hd_10musume-072217_01/index.m3u8
10musume-072517_01    門倉めぐみ,http://videocdn.quweikm.com:8091/20181101/hd_10musume-072517_01/index.m3u8
10musume-072917_01  泡姫娘～ 朝川ここ�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-072917_01/index.m3u8
10musume-080117_01    豊崎かな�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-080117_01/index.m3u8
10musume-080517_01  AV面接 ～秋場莉�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-080517_01/index.m3u8
10musume-080815_01 美容�?  佐々木うの,http://videocdn.hndtl.com:8091/20181231/hd_10musume-080815_01/index.m3u8
10musume-080817_01  制服姿～ 松田理沙�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-080817_01/index.m3u8
10musume-081015_01   巨乳�? 葉山�?,http://videocdn.hndtl.com:8091/20181231/hd_10musume-081015_01/index.m3u8
10musume-081115_01  酒飲娘～浜崎かな,http://videocdn.hndtl.com:8091/20181231/hd_10musume-081115_01/index.m3u8
10musume-081117_01   野々村あい�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-081117_01/index.m3u8
10musume-081217_01   ねぇ～著�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-081217_01/index.m3u8
10musume-081317_01   Best30 Part 2,http://videocdn.quweikm.com:8091/20181101/hd_10musume-081317_01/index.m3u8
10musume-081415_01  初體�?,http://videocdn.hndtl.com:8091/20181231/hd_10musume-081415_01/index.m3u8
10musume-081515_01    宮本るみ,http://videocdn.hndtl.com:8091/20181231/hd_10musume-081515_01/index.m3u8
10musume-081615_01 美香の入門 沢野美香,http://videocdn.hndtl.com:8091/20181231/hd_10musume-081615_01/index.m3u8
10musume-081617_01   Best30 Part 3,http://videocdn.quweikm.com:8091/20181101/hd_10musume-081617_01/index.m3u8
10musume-081815_01   秘蔵�? 有馬美帆,http://videocdn.hndtl.com:8091/20181231/hd_10musume-081815_01/index.m3u8
10musume-082015_01  確認�? 宮本るみ,http://videocdn.hndtl.com:8091/20181231/hd_10musume-082015_01/index.m3u8
10musume-082115_01    処女喪失,http://videocdn.hndtl.com:8091/20181231/hd_10musume-082115_01/index.m3u8
10musume-082215_01  愛美  佐々木愛美,http://videocdn.hndtl.com:8091/20181231/hd_10musume-082215_01/index.m3u8
10musume-082217_01   制服時代�? 三崎えり,http://videocdn.quweikm.com:8091/20181101/hd_10musume-082217_01/index.m3u8
10musume-082515_01   自慢の浴�?  谷中晴美,http://videocdn.hndtl.com:8091/20181231/hd_10musume-082515_01/index.m3u8
10musume-082617_01   姫野未來,http://videocdn.quweikm.com:8091/20181101/hd_10musume-082617_01/index.m3u8
10musume-083117_01    小沢かれ�?,http://videocdn.quweikm.com:8091/20181101/hd_10musume-083117_01/index.m3u8
10musume-092115_01   SEX初體験~綾瀬ま�?,http://videocdn.hndtl.com:8091/20190331/hd_10musume-092115_01/index.m3u8
10musume-092515_01   素人ＡＶ面接  現役美容�?  藤田由美�?,http://videocdn.hndtl.com:8091/20190331/hd_10musume-092515_01/index.m3u8
10musume-121518_01     生中�? 瀬戸愛莉,http://videocdn.hndtl.com:8091/20181220/hd_10musume-121518_01/index.m3u8
##

Pink,#genre#
PINK EROTICA 1,http://54.36.123.36:8080/PinkErotic1/index.m3u8
PINK EROTICA 2,http://54.36.123.36:8080/PinkErotic2/index.m3u8
PINK EROTICA 3,http://54.36.123.36:8080/PinkErotic3/index.m3u8
PINK EROTICA 4,http://54.36.123.36:8080/PinkErotic4/index.m3u8
PINK EROTICA 5,http://54.36.123.36:8080/PinkErotic5/index.m3u8
PINK EROTICA 6,http://54.36.123.36:8080/PinkErotic6/index.m3u8
PINK EROTICA 7,http://54.36.123.36:8080/PinkErotic7/index.m3u8
PINK EROTICA 8,http://54.36.123.36:8080/PinkErotic8/index.m3u8
Русская Ночь,http://46.174.83.66/Russkaya_Noch/video.m3u8
Miami TV Jenny Live,https://59ec5453559f0.streamlock.net/JennyLive/JennyLive/playlist.m3u8
Miami TV Latino,https://5ee7c2b857b7f.streamlock.net/latino/latino/playlist.m3u8
Miami TV México,https://59ec5453559f0.streamlock.net/mexicotv/smil:miamitvmexicoROKU/playlist.m3u8
Miami TV Jenny For You,https://59ec5453559f0.streamlock.net/jennyforyou/jennyforyou/playlist.m3u8
MyCamTV Anal,http://live.mycamtv.com/anal.m3u8
MyCamTV Arab Girls,http://live.mycamtv.com/arab.m3u8
MyCamTV Asian Girls,http://live.mycamtv.com/asian.m3u8
MyCamTV Big Ass Girls,http://live.mycamtv.com/bigass.m3u8
MyCamTV Blonde Girls,http://live.mycamtv.com/blonde.m3u8
MyCamTV Blowjob,http://live.mycamtv.com/blowjob.m3u8
MyCamTV Brunette Girls,http://live.mycamtv.com/brunette.m3u8
MyCamTV Ebony Girls,http://live.mycamtv.com/ebony.m3u8
MyCamTV Girls Squirt,http://live.mycamtv.com/squirt.m3u8
MyCamTV Latina Girls,http://live.mycamtv.com/latina.m3u8
MyCamTV Mature,http://live.mycamtv.com/bigtits.m3u8
MyCamTV Medium Girls,http://live.mycamtv.com/medium.m3u8
MyCamTV MILF,http://live.mycamtv.com/milf.m3u8
MyCamTV Skinny Girls,http://live.mycamtv.com/skinny.m3u8
MyCamTV Teen Girls,http://live.mycamtv.com/teen.m3u8
MyCamTV White Girls,http://live.mycamtv.com/white.m3u8
MyCamTV Young Girls,http://live.mycamtv.com/young.m3u8
Русская Ночь HD,http://spacetv.in/stream/DKQ6M3GWVG1/54.m3u8
Eropuls DE,https://api.alpaca.t62a.com/hls/9108/stream0.m3u8
Extasy 4K,http://213.81.133.133:8080/extasy4k/index.m3u8
Exxxotica HD,http://spacetv.in/stream/DKQ6M3GWVG1/57.m3u8
Hustler TV,http://78.83.191.18:8000/play/a078
Pinko Club,http://93.152.174.144:4000/play/pinkotv/index.m3u8
Redlight HD,http://93.152.174.144:4000/play/privatetv1/index.m3u8
Redlight HD,http://109.200.130.123:7032/play/353
Vivid Red HD,http://109.200.130.123:7032/play/a00g
##

Misc,#genre#
14,https://2.ddyunbo.com/20191008/uI8rwtGb/index.m3u8
15,https://2.ddyunbo.com/20191007/w4IeM92g/index.m3u8
16,https://2.ddyunbo.com/20191007/qISqWik0/index.m3u8
17,https://2.ddyunbo.com/20191007/IFlq5eON/index.m3u8
18,https://2.ddyunbo.com/20191007/7G1CWNc8/index.m3u8
19,https://2.ddyunbo.com/20191004/rURK4pfY/index.m3u8
20,https://2.ddyunbo.com/20191004/FxbqgEFY/index.m3u8
21,https://2.ddyunbo.com/20191004/3T6aTxbN/index.m3u8
22,https://2.ddyunbo.com/20191004/GKWK7Q5F/index.m3u8
23,https://2.ddyunbo.com/20191004/HjrnnnDD/index.m3u8
18videoz-Gf賣給三人組他媽的,http://13216.vod.adultiptv.net/ph590c19a12225e/play.m3u8
18videoz-Stephanie Moon-Teeny性交軟件,http://1244.vod.adultiptv.net/ph5b4c36e6699ec/play.m3u8
18videoz-在她18歲的時候_她每天要�?3�?,http://13216.vod.adultiptv.net/ph59291729cc07e/play.m3u8
18videoz-她想要更多現金和性愛,http://60106.vod.adultiptv.net/ph58afd0e7dfc1c/play.m3u8
18videoz-慶祝活動變成狂歡,http://10238.vod.redtraffic.xyz/ph594766194ee17/play.m3u8
18videoz-操他_我們去逛街�?,http://12204.vod.redtraffic.xyz/ph58ee00f21fb70/play.m3u8
18videoz-極端測量還是骯髒的幻想？,http://1465.vod.redtraffic.xyz/ph58e36ada5f4fc/play.m3u8
18videoz-雙重贏利,http://12204.vod.adultiptv.net/ph59534c4c4226b/play.m3u8
18yO 亞洲Pinoy喬克終於變得有些貓。它永遠存在�?,http://60106.vod.redtraffic.xyz/ph5b57963be63d7/play.m3u8
18yo Latina TEEN採取了她的第一個巨大的公雞和尖叫�?,http://21470.vod.redtraffic.xyz/ph5c243241c676b/play.m3u8
18yo黑色青少年的脂肪屁股 被巨大的白色公雞鑽進�?,http://218158.vod.adultiptv.net/ph5ad5906143094/play.m3u8
19YO Lizzy被男人夠老的男人侵犯了！,http://12204.vod.adultiptv.net/ph5a45c6658c8a7/play.m3u8
19YO Nympho像專業人士一樣吞嚥和亂搞公雞,http://12156.vod.adultiptv.net/ph56622c44a9b03/play.m3u8
18歲女孩做色情,http://13216.vod.redtraffic.xyz/ph56f264dc5b051/play.m3u8
18歲的FUCKS HER老師,http://21470.vod.adultiptv.net/ph5bfed38aaa93a/play.m3u8
18歲的亞洲人讓她的貓充滿了�?,http://6122.vod.adultiptv.net/ph5bb6703d100c8/play.m3u8
18歲的嬌小青少年獲得熱�?4K,http://13216.vod.redtraffic.xyz/ph5b9bd88cca220/play.m3u8
18歲的怪物公雞青少年他媽的學校微小的拉丁女�?,http://1244.vod.adultiptv.net/ph5b57963b8eb42/play.m3u8
18歲的金發少年與漂亮的屁股被撞,http://1465.vod.adultiptv.net/ph56b29f154b955/play.m3u8
18歲的青少年用精液覆蓋,http://11216.vod.redtraffic.xyz/ph5663c237d9b16/play.m3u8
18肛門,http://12204.vod.redtraffic.xyz/ph593d76c75c52f/play.m3u8
19歲的中國空姐在製服中性交,http://12156.vod.redtraffic.xyz/ph5884e9bf38c35/play.m3u8
19歲的拳頭她自己的陰戶和每一個地方都�?,http://10238.vod.redtraffic.xyz/ph5817b7461022c/play.m3u8
19歲肛門在線聯播,http://13216.vod.redtraffic.xyz/ph587c00b7ecac8/play.m3u8
20歲的女大學生玩聊�?,http://12204.vod.adultiptv.net/ph5a33292f403f7/play.m3u8
20美元Real Thai Massage and blowjob with sperm swollow,http://1244.vod.redtraffic.xyz/ph5a03d56928597/play.m3u8
23分鐘�?29眼滾動高潮和40次累加載�?,http://10238.vod.redtraffic.xyz/ph597e34fc0c254/play.m3u8
8種不同類型的cumsot反應-GEMCUTTER CUMBLAST彙編,http://11216.vod.redtraffic.xyz/ph5861d4a963acf/play.m3u8
小亞洲人16-場景3,http://1244.vod.redtraffic.xyz/ph56b4299c58ba3/play.m3u8
熱女同性戀之吻,http://1244.vod.redtraffic.xyz/ph5baafe340bca3/play.m3u8
12英寸黑色公雞重擊白人女孩彙編,http://6122.vod.adultiptv.net/ph57cdc491da210/play.m3u8
莫莉（aka Regina CL-Erotic�?,http://6122.vod.redtraffic.xyz/ph59e763c175f91/play.m3u8
18 Years Old Tight Pussy Getting Fucked,http://12156.vod.redtraffic.xyz/ph5ad4e021dbc0a/play.m3u8
Molly (a.k.a Regina CL-Erotic),http://12204.vod.adultiptv.net/ph59e72adcd4c2f/play.m3u8
##

WW,#genre#
Cunnilingus,p8p://crfccs.kingh888.com:16666/60ab70b60001c9880f7ffd95bace24f3
Blonde,p8p://crfccs.kingh888.com:16666/60ab70a40002d72f0f7fb78aefd6892e
Solo girl,p8p://crfccs.kingh888.com:16666/60ab7092000628430f7f721440747700
Couples,p8p://crfccs.kingh888.com:16666/60ab70820006339d0f7f3396eb1d08dd
Big Butt,p8p://crfccs.kingh888.com:16666/60ab7074000469010f7efc7173919dd8
Creampie,p8p://crfccs.kingh888.com:16666/60ab7064000574aa0f7ebe36edd56f5d
Interracial,p8p://crfccs.kingh888.com:16666/60ab7047000494df0f7e4cb4bbaee6ba
Masturbation,p8p://crfccs.kingh888.com:16666/60ab7034000aaf730f7e040c1a43198e
BBW,p8p://crfccs.kingh888.com:16666/60ab7022000573560f7dbc65c7a7c516
Young/Old,p8p://crfccs.kingh888.com:16666/60ab70110002dad70f7d795342d4455b
Public,p8p://crfccs.kingh888.com:16666/60ab6ffb000a2d7f0f7d254314764200
Orgy,p8p://crfccs.kingh888.com:16666/60ab6fec00082ce30f7cea283a526c13
German,p8p://crfccs.kingh888.com:16666/60ab6fda0007e3e20f7ca3c5f3e96f00
Shemale,p8p://crfccs.kingh888.com:16666/60ab6fc800082d9b0f7c5d88192b05b6
Amateur,p8p://crfccs.kingh888.com:16666/60ab6fb6000b8a650f7c1814ba6d0807
Big Tits,p8p://crfccs.kingh888.com:16666/60ab6fa60009ec320f7bd92abf911f6f
Threesome,p8p://crfccs.kingh888.com:16666/60ab6f950004e0220f7b9578b29fcb6e
Teen,p8p://crfccs.kingh888.com:16666/60ab6f77000386550f7b1fef3ff04705
Strip,p8p://crfccs.kingh888.com:16666/60ab6f630008847b0f7ad31644e78979
Milf,p8p://crfccs.kingh888.com:16666/60ab6f5300037e900f7a934df938ee61
Mature,p8p://crfccs.kingh888.com:16666/60ab6f2a000125b50f79f28b8f8bc416
Latina,p8p://crfccs.kingh888.com:16666/60ab6f18000750370f79adcf701ffea1
HD,p8p://crfccs.kingh888.com:16666/60ab6efa000787ad0f7938ae568e03ff
Hardcore,p8p://crfccs.kingh888.com:16666/60ab6eea000b90780f78fb362da5bde6
Fetish,p8p://crfccs.kingh888.com:16666/60ab6ed70002dde40f78aec43aa651ca
Erotic,p8p://crfccs.kingh888.com:16666/60ab6ec40007e3700f7865d5af2800d9
Ebony,p8p://crfccs.kingh888.com:16666/60ab6ea5000dc3580f77ee3eb0a503fc
Blowjob,p8p://crfccs.kingh888.com:16666/60ab6e880004cfa20f777aabfe62cb07
Asian,p8p://crfccs.kingh888.com:16666/60ab6e7a0001c5a50f7743347174894b
Anal,p8p://crfccs.kingh888.com:16666/60ab6e6a0006200a0f7705d1ab2c12fd
##

SSN,#genre#
SSNI-122c-舌絡接吻発情性交 吉高寧々,http://videocdn.quweikm.com:8091/20180623/gjvHV71y/index.m3u8 
SOAV-037c-人妻浮気心 星奈あい,http://videocdn.quweikm.com:8091/20180623/FJvEkpf3/index.m3u8 
SMA-784c-瘋狂癡女 飯島くうが,http://videocdn.quweikm.com:8091/20180623/yTLuBSMA/index.m3u8 
SSNI-117c-超癡女側室美女,http://videocdn.quweikm.com:8091/20180623/nDNlmxur/index.m3u8 
SNIS-478c-愛求婚約者編 宇多田みか,http://videocdn.quweikm.com:8091/20180623/MO0XUz2W/index.m3u8 
SIS-028c-愚兄弟犯姉 鈴原エミリ,http://videocdn.quweikm.com:8091/20180623/fIkswdoK/index.m3u8 
SSNI-113c-肌島娘初體験 南果菜,http://videocdn.quweikm.com:8091/20180623/iZpyjhF9/index.m3u8 
SNIS-477c-処理會社女社長 夢乃あいか,http://videocdn.quweikm.com:8091/20180623/odbrIpLP/index.m3u8
SILK-060c-Addictive Triangular,http://videocdn.quweikm.com:8091/20180623/uOdgpb6o/index.m3u8
SSNI-032c-自制放心絶頂 小島みなみ,http://videocdn.quweikm.com:8091/20180623/S0NaBGXm/index.m3u8
SNIS-475c-宴會 桜井彩,http://videocdn.quweikm.com:8091/20180623/02MfnXPR/index.m3u8
SNIS-488c-美乳 葵,http://videocdn.quweikm.com:8091/20180623/39i6R5o1/index.m3u8
SNIS-486c-婚活の誘惑 星野ナミ,http://videocdn.quweikm.com:8091/20180623/1dwiyvOg/index.m3u8
SNIS-450c-処理會社女社長 奧田咲,http://videocdn.quweikm.com:8091/20180623/PrloM9i4/index.m3u8
SNIS-432c-濡體質汗OL 夢乃あいか,http://videocdn.quweikm.com:8091/20180623/E5LybjX7/index.m3u8
SNIS-439c-売春 星野ナミ,http://videocdn.quweikm.com:8091/20180623/WTkfeElf/index.m3u8
SNIS-431c-交體液濃密 吉川あいみ,http://videocdn.quweikm.com:8091/20180623/8pbwQI08/index.m3u8
SILK-058c-下體,http://videocdn.quweikm.com:8091/20180623/nCR1kAPJ/index.m3u8
SHKD-685c-被虐家庭教師 西川ゆい,http://videocdn.quweikm.com:8091/20180623/b6soX8zu/index.m3u8
SNIS-428c-開発の日 奧田咲,http://videocdn.quweikm.com:8091/20180623/jyWBNSFq/index.m3u8
SHE-212c-淫亂母娘,http://videocdn.quweikm.com:8091/20180623/s38bkZYz/index.m3u8
SHKD-680c-生徒輪姦女教師 夏目彩春,http://videocdn.quweikm.com:8091/20180623/OD8fmOKK/index.m3u8
SHE-230c-若男変態,http://videocdn.quweikm.com:8091/20180623/caTqEIoS/index.m3u8
HKD-638c-特務捜査官 夏目彩春,http://videocdn.quweikm.com:8091/20180623/8tmJQWyy/index.m3u8
SHE-227c-無垢熟女,http://videocdn.quweikm.com:8091/20180623/mt5j5yJE/index.m3u8
SHKD-637c-脫獄者 三浦あいか,http://videocdn.quweikm.com:8091/20180623/iJdWJwZg/index.m3u8
SHE-216c-人妻不倫溫泉旅行,http://videocdn.quweikm.com:8091/20180623/73vp3kXZ/index.m3u8
SHKD-635c-夫目前犯 濡れた花 川上奈々美,http://videocdn.quweikm.com:8091/20180623/6vvLDpjK/index.m3u8
SHE-215c-本気性交美人妻中出,http://videocdn.quweikm.com:8091/20180623/1JLiROn4/index.m3u8
SHKD-628c-課金女 星野千紗,http://videocdn.quweikm.com:8091/20180623/JzS4b7lq/index.m3u8
SHE-211c-気弱女子発情,http://videocdn.quweikm.com:8091/20180623/IVHnuSmt/index.m3u8
SHKD-626c-脫獄者 春菜はな,http://videocdn.quweikm.com:8091/20180623/kYYeVoZW/index.m3u8
SGRS-019c-淫欲望女,http://videocdn.quweikm.com:8091/20180617/hEEepy6a/index.m3u8
SHKD-625c-女子輪姦 夏希みなみ,http://videocdn.quweikm.com:8091/20180623/pCkwMs8T/index.m3u8
SGRS-016c-寢旅館家族,http://videocdn.quweikm.com:8091/20180617/lq3lLTZi/index.m3u8
SHKD-614c-新人性虐 美神あや,http://videocdn.quweikm.com:8091/20180623/XNUyHWdz/index.m3u8
SGA-107c-最高中出性交,http://videocdn.quweikm.com:8091/20180617/WxnuZaXo/index.m3u8
SGA-034c-従順過人妻 桃瀬ゆり,http://videocdn.quweikm.com:8091/20180617/0mvIj3e4/index.m3u8
##

晴天SP,#genre#
彩虹e台,mitv://ns2.hellotvvod.com:9906/94c57d70e6a542e58226e0ab34f32082
彩虹电影台,mitv://ns2.hellotvvod.com:9906/652eaae198354a7eaee4de4e83241c22
LOOK TV,mitv://ns2.hellotvvod.com:9906/2a8c2699d7294d3ab670a9287bc20bc6
潘朵啦玩美台,mitv://ns2.hellotvvod.com:9906/93a3328f3bfe4a82963d8c3584ede02a
惊艳成人电影台,mitv://ns2.hellotvvod.com:9906/ad86969137014a8c81684ed690c41b08
松视1台,mitv://ns2.hellotvvod.com:9906/6a1d4bb966874f598cc453df234ae44f
松视2台,mitv://ns2.hellotvvod.com:9906/cc116ed3044f4941aea23c942fef7406
潘朵啦粉红台,mitv://ns2.hellotvvod.com:9906/5308670d6df54b1ebd9d0642f389e269
PLAYBOY,mitv://ns2.hellotvvod.com:9906/8318778f77a1460797911ecacc214b92
香蕉台,mitv://ns2.hellotvvod.com:9906/84e8a4a58f91482abe98cdd513dbe6a8
HOT,mitv://ns2.hellotvvod.com:9906/bc89924c45ce47c8a6f1f9e8ba460d11
松视3台,mitv://ns2.hellotvvod.com:9906/034caef8cf944c6e88398bde3576fecc
JStar极限台,mitv://ns2.hellotvvod.com:9906/1ff75bd38f6241d6a39cc0272a4ae935
HAPPY,mitv://ns2.hellotvvod.com:9906/4f208bff963b442cafe9a71efc892105
K,mitv://ns2.hellotvvod.com:9906/e0693c0fb4b5478b85b8fa720a683048
##

Взрослые,#genre#
Русская Ночь,http://46.174.83.66/Russkaya_Noch/video.m3u8
Русская Ночь HD,http://spacetv.in/stream/DKQ6M3GWVG1/54.m3u8
A3Bikini,https://vcnbikininetwork.teleosmedia.com/stream/bikininetwork/a3bikini/playlist.m3u8
Babestation24,http://sdn-global-live-streaming-packager-cache.3qsdn.com/9528/9528_264_live.m3u8
BRAZZERS TV,http://46.181.193.122:81/udp/239.255.42.220:1234
Eropuls DE,https://api.alpaca.t62a.com/hls/9108/stream0.m3u8
Erox HD,http://94.229.250.73:8008/play/a002
Extasy 4K,http://213.81.133.133:8080/extasy4k/index.m3u8
Extasy HD,http://213.151.233.20:8000/dna-6233-tv-pc.m3u8
Exxxotica HD,http://spacetv.in/stream/DKQ6M3GWVG1/57.m3u8
Hustler HD,http://46.181.193.122:81/udp/239.255.43.53:1234
Hustler TV,http://78.83.191.18:8000/play/a078
Miami TV Jenny Live,https://59ec5453559f0.streamlock.net/JennyLive/JennyLive/playlist.m3u8
Miami TV Latino,https://5ee7c2b857b7f.streamlock.net/latino/latino/playlist.m3u8
Miami TV México,https://59ec5453559f0.streamlock.net/mexicotv/smil:miamitvmexicoROKU/playlist.m3u8
Miami TV Jenny For You,https://59ec5453559f0.streamlock.net/jennyforyou/jennyforyou/playlist.m3u8
O-la-la,http://92.242.14.114:4022/udp/225.0.55.234:1234
PINK EROTICA 1,http://54.36.123.36:8080/PinkErotic1/index.m3u8
PINK EROTICA 2,http://54.36.123.36:8080/PinkErotic2/index.m3u8
PINK EROTICA 3,http://54.36.123.36:8080/PinkErotic3/index.m3u8
PINK EROTICA 4,http://54.36.123.36:8080/PinkErotic4/index.m3u8
PINK EROTICA 5,http://54.36.123.36:8080/PinkErotic5/index.m3u8
PINK EROTICA 6,http://54.36.123.36:8080/PinkErotic6/index.m3u8
PINK EROTICA 7,http://54.36.123.36:8080/PinkErotic7/index.m3u8
PINK EROTICA 8,http://54.36.123.36:8080/PinkErotic8/index.m3u8
Pinko Club,http://93.152.174.144:4000/play/pinkotv/index.m3u8
Playboy,http://spacetv.in/stream/DKQ6M3GWVG1/56.m3u8
Redlight HD,http://93.152.174.144:4000/play/privatetv1/index.m3u8
Redlight HD,http://109.200.130.123:7032/play/353
Visit-X TV,https://stream.visit-x.tv/vxtv/ngrp:live_all/playlist.m3u8
Vivid Red HD,http://109.200.130.123:7032/play/a00g
Shemale Tube TV HD,https://www.ast.tv/stream/1/master.m3u8
Shemale Tube TV 2 HD,https://www.ast.tv/stream/2/master.m3u8
MyCamTV Anal,http://live.mycamtv.com/anal.m3u8
MyCamTV Arab Girls,http://live.mycamtv.com/arab.m3u8
